senderAddress,text,label
JD-TRCRED,"Dear DEVWART,
We have received your loan application TBLV05-11003-6511792 for Rs.4170 via True Balance App
If you didn't apply, please contact us immediately
https://tbal.io/LVL
True Credits",Info
BZ-SBIINB,"Dear Customer, Your a/c no. XXXXXXXX2977 is credited by Rs.1.00 on 03-10-21 by a/c linked to mobile 6XXXXXX977-Cashfree Private Li (IMPS Ref no 127611921863).If not done by you, call 1800111109. -SBI",Income
JK-HOMECR,"""GENTLE REMINDER! Dear DEVWART, EMI of Rs 2049. for your Home Credit Loan 4007588197 is due Tomorrow. Please maintain sufficient bank account balance to avoid late payment or bounce charges. Click here to chat with us 1kx.in/yx48Su""",Info
AD-MONVEW,Late payments can cause a drop in your credit score & extra charges. Please maintain sufficient funds & ensure timely payment of your Money View EMI.,Info
JD-iPaytm,"Bank transfer of Rs 140.00 to your a/c **2977, initiated on 3 OCT has been credited, with ref PYTM212760910706.Visit pytm.biz/Settlement. :Paytm",Income
+919311820632,<#> 553521 is your SLM for MiCredit. It is valid for 5 minutes. Please don't share it with anyone.,OTP
MiCred,"[Mi Credit] Thank you for applying with us. Your loan application status has been processed, kindly visit Mi Credit App to check your loan status.",Info
+919311824523,<#> 442209 is your SLM for MiCredit. It is valid for 5 minutes. Please don't share it with anyone.,OTP
IAVAIL,"Devwart, good news on festival season. Now.50%cashback on your processing fees on CreditLine of upto Rs5,000 from Avail Finance. Apply Now: https://bit.ly/3uC3Weq",SPAM
BX-CBSSBI,"Your A/C XXXXX872977 Credited INR 7,000.00 on 02/10/21 -Deposit of Cash at S5NK050949622 CDM. Avl Bal INR 11,255.40-SBI",Income
JM-MONVEW,"Late EMI payments can lead to your credit score getting affected. You'll also need to pay extra charges. Don't wait, pay your Money View EMI now!",Info
JM-MONVEW,"Late EMI payments can lead to your credit score getting affected. You'll also need to pay extra charges. Don't wait, pay your Money View EMI now!",Info
BP-UPPDAT,"Congrats! Get Instant Credit upto Rs 30,000/- directly into your account Easy credit with Kissht Click here: lnkt.in/u/Pnlg1vog7
INSTANT",SPAM
IAVAIL,"Dear Devwart, you are eligible for CreditATM of upto Rs 5,000 from Avail Finance. Withdraw anytime, anywhere Apply Now: https://bit.ly/3ul5Hfy",SPAM
+917338892677,"Your Paytm amount of Rs. 65,199 is credited to 7973045759 Register now d5m.in/rsou9m",SPAM
IAVAIL,"Dear Devwart, you are eligible for CreditATM of upto Rs 5,000 from Avail Finance. Withdraw anytime, anywhere Apply Now: https://bit.ly/3kGfAS8",SPAM
BP-iPaytm,"Bank transfer of Rs 351.00 to your a/c **2977, initiated on 24 SEP has been credited, with ref PYTM212677553191.Visit pytm.biz/Settlement. :Paytm",Income
BP-KISSHT,"Congrats! Check instant credit eligibility upto Rs 30,000/- with PAN Number No paperwork! 100% secure credit with Kissht Click: 
lnkt.in/u/pYBne3Uxi",SPAM
BP-iPaytm,"Bank transfer of Rs 60.00 to your a/c **2977, initiated on 20 SEP has been credited, with ref PYTM212636076181.Visit pytm.biz/Settlement. :Paytm",Income
BP-KISSHT,"Congrats! Check instant credit eligibility upto Rs 30,000/- with PAN Number No paperwork! 100% secure credit with Kissht Click: 
lnkt.in/u/EV2ktLmrB",SPAM
JD-HOMECR,"Dear DEVWART, in view of the current COVID19, we urge you to stay home. Please maintain sufficient balance in bank a/c for your Home Credit Loan 4003226505 EMI of Rs 2031. due on 18-09-21. For any help, use Mobile app bit.ly/2GOaDjx Stay Safe!",Info
BP-KISSHT,"Congrats! Check instant credit eligibility upto Rs 30,000/- with PAN Number No paperwork! 100% secure credit with Kissht Click: 
lnkt.in/u/PFj3QrMT8",SPAM
BX-SBIUPI,"Rs4200.0 debited@SBI UPI frm A/cX2977 on 18Sep21 RefNo 126141520528. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",Transfer
BP-iPaytm,"Bank transfer of Rs 2105.00 to your a/c **2977, initiated on 18 SEP has been credited, with ref PYTM212615443792.Visit pytm.biz/Settlement. :Paytm",Income
JD-HOMECR,"Dear DEVWART, we understand that the current situation of COVID19 continues. Please maintain sufficient balance in bank a/c to pay EMI of Rs 2031. for your Home Credit Loan 4003226505. For any help, use Mobile app bit.ly/2GOaDjx Stay Home, Stay Safe!",Info
BP-iPaytm,"Bank transfer of Rs 548.00 to your a/c **2977, initiated on 17 SEP has been credited, with ref PYTM212605082670.Visit pytm.biz/Settlement. :Paytm",Income
BX-SBIUPI,"Rs11.0 debited@SBI UPI frm A/cX2977 on 16Sep21 RefNo 125982086370. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",General
JD-HOMECR,"""GENTLE REMINDER! Dear DEVWART, EMI of Rs 1841. for your Home Credit Loan 4104901255 is due Tomorrow. Please maintain sufficient bank account balance to avoid late payment or bounce charges. Click here to chat with us 1kx.in/mjFSI3""",Info
BP-SBIUPI,"Rs30.0 debited@SBI UPI frm A/cX2977 on 16Sep21 RefNo 125976955533. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",General
BV-CBSSBI,"Your A/C XXXXX872977 Credited INR 6,200.00 on 12/09/21 -Deposit of Cash at S5NE050949621 CDM. Avl Bal INR 8,376.92-SBI",Income
BZ-CBSSBI,"Dear Customer, Your A/C XXXXX872977 has a debit by transfer of Rs 2,049.00 on 04/09/21. Avl Bal Rs 5,701.67.-SBI",Transfer
JD-HOMECR,"""GENTLE REMINDER! Dear DEVWART, EMI of Rs 2049. for your Home Credit Loan 4007588197 is due Tomorrow. Please maintain sufficient bank account balance to avoid late payment or bounce charges. Click here to chat with us 1kx.in/giiHTA""",Info
BX-CBSSBI,"Dear Customer, Your A/C XXXXX872977 has a debit by transfer of Rs 4,874.00 on 02/09/21. Avl Bal Rs 4,750.67.-SBI",Transfer
BV-CBSSBI,"Your A/C XXXXX872977 Credited INR 2,800.00 on 01/09/21 -Deposit of Cash at S5NE050949621 CDM. Avl Bal INR 8,749.61-SBI",Income
MONVEW,"Late EMI payments can lead to your credit score getting affected. You'll also need to pay extra charges. Don't wait, pay your Money View EMI now!",Info
BP-iPaytm,"Bank transfer of Rs 236.00 to your a/c **2977, initiated on 1 SEP has been credited, with ref PYTM212449124267.Visit pytm.biz/Settlement. :Paytm",Income
JD-TRCRED,"Dear DEVWART,
Congratulation, Your loan of Rs.1000 is successfully disbursed to SBIN, 00000055146872977
https://tbal.io/OH?loanId=5494044
True Credits",Info
JD-TRCRED,"Dear DEVWART,
Your loan application TBLV06-10831-5494044 is approved for Rs.1215 for 2 Months.
Take Disbursement on True Balance App and get money in bank account with just one click
https://tbal.io/LVL
True Credits",Info
JD-TRCRED,"Dear DEVWART,
We have received your loan application TBLV06-10831-5494044 for Rs.1000 via True Balance App
If you didn't apply, please contact us immediately
https://tbal.io/LVL
True Credits",Info
JD-TRCRED,"Dear DEVWART,
You have another loan option waiting for you. Click to check your eligibility for quick apply.
https://tbal.io/CL
True Credits",Info
JD-TRCRED,"Dear DEVWART,
We have received your loan application TBCL05-10831-5493927 for Rs.10000 via True Balance App
If you didn't apply, please contact us immediately
https://tbal.io/CL
True Credits",Info
BP-iPaytm,"Bank transfer of Rs 1000.00 to your a/c **2977, initiated on 31 AUG has been credited, with ref PYTM212438757906.Visit pytm.biz/Settlement. :Paytm",Income
MONVEW,"Late EMI payments can lead to your credit score getting affected. You'll also need to pay extra charges. Don't wait, pay your Money View EMI now!",Info
MONVEW,"Late EMI payments can lead to your credit score getting affected. You'll also need to pay extra charges. Don't wait, pay your Money View EMI now!",Info
VK-SBIPSG,"Dear Customer, INR 2,106.13 credited to your A/c No XX2977 on 25/08/2021 through NEFT with UTR CITIN21224596424 by ZOMATO LIMITED -NODAL, INFO: -SBI",Refund
BV-CBSSBI,"Your A/C XXXXX872977 has credit for 00000050429 160821 AMAR S of Rs 1.50 on 19/08/21. Avl Bal Rs 12,682.95.-SBI",Income
BZ-ATMSBI,"Dear customer, transaction number 122814241220 for Rs200.00 by SBI Debit Card X6613 at 46086830 on 16Aug21 at 19:38:19. If not done forward this SMS to 9223008333 or call 18001111109/9449112211 to block card",General
BZ-CBSSBI,"Your A/C XXXXX872977 Credited INR 4,000.00 on 12/08/21 -Deposit of Cash at S5NK050949622 CDM. Avl Bal INR 10,852.76-SBI",Income
InstantCash腸頂,"Need an Urgent Cash?

Get upto 竄ｹ30,000 instant cash credit for all your financial needs.
 
Download the Kissht app & get amount disbursed within 10 minutes !

https://1mm.in/C30K",SPAM
VK-SBIPSG,"Dear Customer, INR 1,199.91 credited to your A/c No XX2977 on 10/08/2021 through NEFT with UTR 108072174687 by ZOMATO LIMITED, INFO: FE40724 CAD-SBI",Income
BZ-CBSSBI,"Dear Customer, Your A/C XXXXX872977 has a debit by transfer of Rs 4,874.00 on 02/08/21. Avl Bal Rs 11,509.82.-SBI",Transfer
MD-HOMECR,"""GENTLE REMINDER! Dear DEVWART, EMI of Rs 2049. for your Home Credit Loan 4007588197 is due Tomorrow. Please maintain sufficient bank account balance to avoid late payment or bounce charges. Click here to chat with us 1kx.in/yIzMdl""",Info
AD-MONVEW,Money View App #108584873063. Please note that the EMI auto-debit facility for your loan is set up successfully. Check your mail for details.,Info
BZ-SBIINB,"Dear Customer, Your a/c no. XXXXXXXX2977 is credited by Rs.1.00 on 01-08-21 by a/c linked to mobile 7XXXXXX759-SHADOWFAX TECHNOLOG (IMPS Ref no 121309132716).If not done by you, call 1800111109. -SBI",Income
BX-SBIINB,"Dear Customer, Your a/c no. XXXXXXXX2977 is credited by Rs.1.00 on 31-07-21 by a/c linked to mobile 1XXXXXX111-ACC VALIDATION BY M (IMPS Ref no 121215345907).If not done by you, call 1800111109. -SBI",Income
BV-CBSSBI,"Your A/C XXXXX872977 has credit for CR'PETROL DISCOUNT CH002653 11 of Rs 1.50 on 30/07/21. Avl Bal Rs 6,752.82.-SBI",Income
AD-HDFCLI,Your HDFC Life Group Credit Protect plus Policy no.PP000286 has been issued.For any queries or clarification please contact Home Credit India Finance Pvt. Ltd. T&C apply.,Info
CP-hdfcbn,"HDFC Bank customers have VIP access to Amazon Prime Day. Want to enjoy Flat 10% OFF on Debit Card
+ EasyEMI
+Save More @SmartBuy
+NoCostEMI?
Open an A/C now with AADHAAR: https://hdfcbk.io/a/Yj329y0 *T&C",SPAM
BX-CBSSBI,"Your A/C XXXXX872977 Credited INR 1,900.00 on 25/07/21 -Deposit of Cash at S5NE050949621 CDM. Avl Bal INR 6,405.30-SBI",Income
BZ-CBSSBI,"Your A/C XXXXX872977 Credited INR 4,800.00 on 22/07/21 -Deposit of Cash at S5NK050949622 CDM. Avl Bal INR 9,105.30-SBI",Income
+919354453004,"Hi Dear, 
You are Approved for Salary of Rs.78856/- and can be credited in 5 mins.
Check now : d5m.in/r3lw41",SPAM
JM-SBIOTP,OTP for online purchase of Rs. 1000.00 at One97 Communications thru State Bank Debit Card 4591*****13 is 861719. Do not share this with anyone.,OTP
AX-SBIOTP,OTP for online purchase of Rs. 1000.00 at PAYTM thru State Bank Debit Card 4591*****13 is 674752. Do not share this with anyone.,OTP
AX-SBIOTP,OTP for online purchase of Rs. 1000.00 at PAYTM thru State Bank Debit Card 4591*****13 is 541662. Do not share this with anyone.,OTP
MD-HOMECR,"Dear DEVWART, in view of the current COVID19, we urge you to stay home. Please maintain sufficient balance in bank a/c for your Home Credit Loan 4003226505 EMI of Rs 2031. due on 18-07-21. For any help, use Mobile app bit.ly/2GOaDjx Stay Safe!",Info
AD-HOMECR,"Dear Customer, 962084 is the OTP (One Time Password) to verify your mobile number. Do not share it with anyone. Home Credit",OTP
AD-HOMECR,"Dear Customer, Congratulations for your loan approval from Home Credit. Please register for Standing Instruction to pay your EMI on time. Click here https://ppldoc.homecredit.co.in/AutoDebit/contracts",SPAM
AD-HOMECR,"Dear Customer, your Home Credit loan application is approved. The loan documents may be downloaded from https://ppldoc.homecredit.co.in/customerContractsApp/contracts",Info
AX-HOMECR,Thank you for your interest. Your Home Credit loan application NO. 4104901255 is acknowledged & will be processed within 15 days for any query contact 0124-662-8888 or at care@homecredit.co.in,Info
MD-HOMECR,"Dear Customer, Congratulations for your loan approval from Home Credit. Please register for Standing Instruction to pay your EMI on time. Click here http://1kx.in/XXpgE6HyFSL",Info
MD-HOMECR,Thank you for your interest. Your Home Credit loan application NO. 4104901255 is acknowledged & will be processed within 15 days for any query contact 0124-662-8888 or at care@homecredit.co.in,Info
MD-HOMECR,"Dear Customer, your Home Credit loan application is approved. The loan documents may be downloaded from http://1kx.in/XADYEUrit5z",Info
MD-IDHANI,Your Credit Limit of upto Rs.1 Lakh is Sanctioned @ 0% Interest. Get your Dhani OneFreedom Card in 2clicks. No Need to Link Bank Account. http://1kx.in/cRu2mQ,SPAM
VK-INDBNK,Your VPA sanju39chd-1@okhdfcbank linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.50.00 and credited to kumaraju27302-1@oksbi (UPI Ref no 119717846369).-Indian Bank,General
VK-INDBNK,Your VPA sanju39chd-1@okhdfcbank linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.50.00 and credited to kumaraju27302-1@oksbi (UPI Ref no 119373627509).-Indian Bank,General
VP-ViCARE,We received payment of Rs 352.82 for 9356965058 by DC. Txn ID PUViweb-POS0685152153715058-1. Amt to be credited in 30 mins. Track usage on MyVodafoneApp- www.vodafone.in/p1,Utilities
VM-INDBNK,Your VPA sanju39chd-1@okhdfcbank linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.300.00 and credited to bharatpe.9040504221@icici (UPI Ref no 119369163375).-Indian Bank,General
VK-INDBNK,Your VPA sanju39chd-1@okhdfcbank linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.249.00 and credited to euronetgpay.pay@icici (UPI Ref no 119255526889).-Indian Bank,General
VM-INDBNK,Your VPA sanju39chd-1@okhdfcbank linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.50.00 and credited to gobindanepal24@okaxis (UPI Ref no 119153127909).-Indian Bank,General
VK-INDBNK,Your VPA sanju39chd-1@okhdfcbank linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.50.00 and credited to rr6746989@okaxis (UPI Ref no 119153172508).-Indian Bank,General
VK-INDBNK,Your VPA sanju39chd-1@okhdfcbank linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.200.00 and credited to rr6746989@okaxis (UPI Ref no 119153155121).-Indian Bank,General
VK-INDBNK,Your VPA sanju39chd-1@okhdfcbank linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.35.00 and credited to paytmqr28100505010119zig614liu9@paytm (UPI Ref no 119041377840).-Indian Bank,General
VK-INDBNK,Your VPA sanju39chd-1@okhdfcbank linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.200.00 and credited to paytmqr281005050101cre3jo59ap2w@paytm (UPI Ref no 118923853852).-Indian Bank,General
VM-INDBNK,Your VPA sanju39chd-1@okhdfcbank linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.60.00 and credited to bharatpe.9050291256@fbpe (UPI Ref no 118709200972).-Indian Bank,General
AD-IndBnk,"Amount Of INR 100 credited to Acc XXX182465 for txn through ATM ID:S1T009331    on 04/07 at 22:09:56.Cl Bal: 1,448.61 CR -IndianBank",Income
VK-INDBNK,Your VPA sanju39chd-1@okhdfcbank linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.400.00 and credited to zomatoindia.rzp@axisbank (UPI Ref no 118584540386).-Indian Bank,Food
VK-INDBNK,Your VPA sanju39chd-1@okhdfcbank linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.200.00 and credited to kd14117@oksbi (UPI Ref no 118579159818).-Indian Bank,General
VM-INDBNK,Your VPA sanju39chd-1@okhdfcbank linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.30.00 and credited to q27986073@ybl (UPI Ref no 118468362731).-Indian Bank,General
MD-IDHANI,Your Credit Limit of upto Rs. 1 Lakh is Sanctioned @ 0% Interest. Get your Dhani OneFreedom Card in 2 clicks. No Need to Link Bank Account. http://1kx.in/3AOx5r,SPAM
VK-INDBNK,Your VPA sanju39chd-1@okhdfcbank linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.30.00 and credited to paytmqr281005050101s7womxk1y4li@paytm (UPI Ref no 118466651080).-Indian Bank,General
VK-INDBNK,Your VPA sanju39chd-1@okhdfcbank linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.50.00 and credited to kumaraju27302-1@oksbi (UPI Ref no 118137642082).-Indian Bank,General
VK-INDBNK,Your VPA sanju39chd-1@okhdfcbank linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.35.00 and credited to 9815986939-1@okbizaxis (UPI Ref no 118025133532).-Indian Bank,General
VK-INDBNK,Your VPA sanju39chd-1@okhdfcbank linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.20.00 and credited to paytmqr281005050101rw2vy4wiyo0r@paytm (UPI Ref no 118023549132).-Indian Bank,General
VK-INDBNK,Your VPA sanju39chd-1@okhdfcbank linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.40.00 and credited to o1111125863a@mairtel (UPI Ref no 118023487868).-Indian Bank,Utilities
VK-INDBNK,Your VPA sanju39chd-1@okhdfcbank linked to Indian Bank a/c no. XXXXXX4658 is debited for Rs.40.00 and credited to paytmqr281005050101bqm795tc10b5@paytm (UPI Ref no 117808807082).-Indian Bank,General
VK-SPRCRD,Hi Sarbjeet Kaur! Convert your transactions into easy EMIs on RBL Bank Credit Card xx8507. T&C. Explore now. https://acs4.tc/1XBpSeFsMJ,Info
VM-SPRCRD,Hi Sarbjeet Kaur! Convert your transactions into easy EMIs on RBL Bank Credit Card xx8507. T&C. Explore now. https://acs4.tc/1vGtxXcwE2,Info
VK-SPRCRD,Hi Sarbjeet Kaur! Convert your transactions into easy EMIs on RBL Bank Credit Card xx8507. T&C. Explore now. https://acs4.tc/1h8sSa4ed6,Info
AX-IDHANI,"Hi, Payment Reminder! Please pay your pending dues in just 1 click - Log on to Dhani App. Click on OneFreedom Banner & Pay using multiple easy payment options in 1 click. Also get upgraded to a Higher Credit Limit at 0% Interest within 30 days of paying your dues. Pay Now http://1kx.in/y6zgqW",SPAM
AD-IDHANI,"100% Sanction, Credit Limit of upto Rs.5,00,000 @0%  Interest with Dhani OneFreedom Card + 2% Cashback on ALL Spends. No Bank Mandate Reqd http://1kx.in/movCDv",SPAM
AD-SBIUPI,"Rs149.0 debited@SBI UPI frm A/cX2977 on 20Mar21 RefNo 107918110052. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",Transfer
